990,Andrew,Rainer,arainerrh@etsy.com,67544 Kim Avenue,Topeka,KS,66642,460-17-7006,1987-02-13
991,Becka,Tongs,btongsri@mozilla.com,1967 Luster Terrace,Las Vegas,NV,89140,432-47-7117,1984-04-18
992,Minne,Haverty,mhavertyrj@theatlantic.com,264 Claremont Terrace,Tulsa,OK,74156,511-16-6137,1984-07-08
993,Betteann,Coniff,bconiffrk@scientificamerican.com,48408 Bluejay Center,Denver,CO,80209,837-53-8028,1992-11-02
994,Akim,Luciano,alucianorl@globo.com,83292 Scott Lane,Colorado Springs,CO,80935,137-09-7914,1990-02-03
995,Sallyann,Frandsen,sfrandsenrm@marriott.com,2 Village Alley,Milwaukee,WI,53205,141-63-6812,1991-06-25
996,Damara,Olrenshaw,dolrenshawrn@pagesperso-orange.fr,455 Shopko Center,Canton,OH,44720,112-78-0411,1990-11-24
997,Leighton,Drinkhall,ldrinkhallro@goodreads.com,38 Saint Paul Road,New Orleans,LA,70129,477-52-3807,1991-11-09
998,Laughton,Dillingstone,ldillingstonerp@rakuten.co.jp,36 Dorton Point,San Francisco,CA,94154,180-44-7423,1983-04-01
999,Lonnard,Schutt,lschuttrq@geocities.com,74191 Sheridan Road,El Paso,TX,88530,508-23-5684,1993-08-10
1000,Karon,Golder,kgolderrr@shareasale.com,73 Barnett Place,Birmingham,AL,35215,566-77-0840,1991-03-31
