489,Janaya,Mutter,jmutterdk@smh.com.au,3 Anthes Parkway,Tuscaloosa,AL,35405,276-87-3297,1997-05-15
490,Evelin,Guilloud,eguillouddl@cbc.ca,14466 Raven Point,Tallahassee,FL,32399,115-16-0127,1994-02-21
491,Tonie,Rossander,trossanderdm@dion.ne.jp,9 Mendota Junction,New Orleans,LA,70124,812-84-4003,1998-12-07
492,Susy,McKinn,smckinndn@discuz.net,91278 Columbus Crossing,Kansas City,MO,64142,694-05-3653,1987-05-24
493,Hilde,Orvis,horvisdo@aol.com,7 Farmco Parkway,Columbia,SC,29225,178-04-4817,1992-06-13
494,Gabie,Jakobsson,gjakobssondp@intel.com,6127 American Drive,Peoria,IL,61614,859-60-6630,1991-10-05
495,Tara,Mazzilli,tmazzillidq@psu.edu,22722 Sunfield Pass,Fresno,CA,93740,652-59-3277,1988-06-29
496,Velma,Olijve,volijvedr@cornell.edu,92893 Carpenter Trail,New York City,NY,10203,690-35-0544,1991-02-03
497,Moore,Prescote,mprescoteds@senate.gov,3228 Fremont Park,North Las Vegas,NV,89087,269-23-9113,1998-02-01
498,Rozanna,Borg-Bartolo,rborgbartolodt@mediafire.com,47 Crownhardt Avenue,Toledo,OH,43699,765-64-2943,1996-09-15
499,Gilles,Utton,guttondu@photobucket.com,85 Monument Trail,Shawnee Mission,KS,66276,220-45-8295,1983-01-24
500,Gaspar,Long,glongdv@imgur.com,8 Reindahl Crossing,Albuquerque,NM,87115,580-02-0599,1998-02-24
